id,beds,price,abstract,city,state,create_date,expire_date
17380702,1,1320,,Dallas,TX,07/17/2014 10:24:47.514507,08/25/2014 10:17:14.099767
17380285,2,1090,,McKinney,TX,07/17/2014 10:23:31.66817,08/25/2014 10:16:20.111967
17475692,2,1700,"Amazing two bedroom, two bath in new construction walkup features large combination living and dining rooms, hardwood floors, new kitchen, dishwasher, Jacuzzi tub, large bedrooms, deck, in-unit laundry, garage parking included, fireplace, cats OK!None",Chicago,IL,07/22/2014 10:16:59.713929,08/02/2014 16:40:57.45617
17129209,1,3313,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:25.457172,07/07/2014 10:17:10.140115
17380654,2,832,,Irving,TX,07/17/2014 10:24:37.868845,08/25/2014 10:16:41.286634
17404905,2,2124,,Irving,TX,07/18/2014 10:18:39.810698,08/25/2014 10:16:51.450183
17380688,2,825,,Carrollton,TX,07/17/2014 10:24:45.890638,08/25/2014 10:16:09.043215
17380011,1,831,,Dallas,TX,07/17/2014 10:22:51.50113,08/25/2014 10:17:05.38154
16809772,1,585,"Call now to schedule a tour! 855-213-2228


SITUATED IN AN INCREDIBLY LUSH, GREEN, PARK-LIKE SETTING IS A LOVELY COMMUNITY CALLED PARK PLACE. From the minute you walk onto the grounds you will feel like you are at one with nature. Beautiful open spaces and mature trees cover this Ft. Worth treasure. It is hard to fathom that only seconds away is the convenience of major thoroughfares, The Ball Park, Six Flags and excellent restaurants. Spacious floor plans and perfect amenities complete the package of this extraordinary place... Park Place.

Directions:
Take I-30 and exit Cooks Lane south to Ederville Rd. Turn right and proceed approximately 1/ 2 mile and Park Place will be on your left.

Call now to schedule a tour! 855-213-2228


Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Fort Worth,TX,06/19/2014 06:42:11.142409,07/05/2014 10:16:27.847538
16786506,2,730,"Call now to schedule a tour! (855) 213-2228


Steeplechase Apartments. A beautifully landscaped setting where luxury, convenience and recreation blend with nature's own beauty to create a very special kind of environment. A limited access community, this is apartment living as it was meant to be...designed to meet your every need.

Call now to schedule a tour! (855) 2130-2228

Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Fort Worth,TX,06/18/2014 05:55:01.618421,07/20/2014 10:15:48.88124
17380743,3,1006,,Dallas,TX,07/17/2014 10:24:57.961938,08/25/2014 10:16:42.267803
17380347,1,639,,Addison,TX,07/17/2014 10:23:39.823522,08/25/2014 10:16:50.375994
17380356,1,874,,Dallas,TX,07/17/2014 10:23:41.60612,08/25/2014 10:16:58.8429
17380066,3,900,,Dallas,TX,07/17/2014 10:22:59.701312,08/25/2014 10:16:40.787784
17380250,3,875,,Garland,TX,07/17/2014 10:23:26.282244,08/25/2014 10:17:07.076226
17404717,2,765,,Lewisville,TX,07/18/2014 10:16:05.86607,08/25/2014 10:16:12.277021
17129154,0,875,"  SPECIAL!  Rent with us today and receive May Rent Free, PLUS choose your move-in bonus!* 

 
	 $500 Gift Card for Best Buy 
	 $500 Gift Card for Loblaws 
	 $500 Gift Card for IKEA 
 

 The Envoy Apartments, a beautifully maintained six-storey low-rise rental property, is located just a ten minute walk from the city s downtown core and offers bachelor, one, and two bedroom apartments for rent in Ottawa. The spacious units feature freshly painted walls, hardwood and laminate flooring, and kitchens complete with fridges and stoves. Enjoy a great view of Ottawa on the roof top patio, or take a dip in the building s private outdoor pool. Secure entrances, on-site laundry facilities, renovated common areas, and storage rooms further provide for comfortable apartment living. 

 This downtown Ottawa rental building is close to many amenities, including public transportation, grocery, restaurants, shops, and schools, making the building ideally situated for convenience. The Envoy is also just a five minute walk from the University of Ottawa, and is located close to the Highway 417, making it convenient for students and young professionals alike. 

  Enjoy all the perks of apartment living along with these features and amenities:  

  Secure access building 
 Renovated Common Areas 
 On-site Laundry 
 Outdoor Pool 
 Rooftop Deck 
 Onsite Laundry and Storage Rooms 
 24 Hour Emergency Service 

 *E.  O.E. See rental agent for details.   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     SPECIAL! Rent with us today and get July s rent  off!  

 The Envoy Apartments, a beautifully maintained six-storey low-rise rental property, is located just a ten minute walk from the city s downtown core and offers bachelor, one, and two bedroom apartments for rent in Ottawa. The spacious units feature freshly painted walls, hardwood and laminate flooring, and kitchens complete with fridges and stoves. Enjoy a great view of Ottawa on the roof top patio, or take a dip in the building s private outdoor pool. Secure entrances, on-site laundry facilities, renovated common areas, and storage rooms further provide for comfortable apartment living. 

 This downtown Ottawa rental building is close to many amenities, including public transportation, grocery, restaurants, shops, and schools, making the building ideally situated for convenience. The Envoy is also just a five minute walk from the University of Ottawa, and is located close to the Highway 417, making it convenient for students and young professionals alike. 

  Enjoy all the perks of apartment living along with these features and amenities:  

  Secure access building 
 Renovated Common Areas 
 On-site Laundry 
 Outdoor Pool 
 Rooftop Deck 
 Onsite Laundry and Storage Rooms 
 24 Hour Emergency Service 

 *E.  O.E. See rental agent for details.   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E     SPECIAL! Rent with us today and get July s rent  off!  

 The Envoy Apartments, a beautifully maintained six-storey low-rise rental property, is located just a ten minute walk from the city s downtown core and offers bachelor, one, and two bedroom apartments for rent in Ottawa. The spacious units feature freshly painted walls, hardwood and laminate flooring, and kitchens complete with fridges and stoves. Enjoy a great view of Ottawa on the roof top patio, or take a dip in the building s private outdoor pool. Secure entrances, on-site laundry facilities, renovated common areas, and storage rooms further provide for comfortable apartment living. 

 This downtown Ottawa rental building is close to many amenities, including public transportation, grocery, restaurants, shops, and schools, making the building ideally situated for convenience. The Envoy is also just a five minute walk from the University of Ottawa, and ",Ottawa,ON,07/05/2014 10:15:35.587272,07/14/2014 11:01:08.592961
17380622,2,640,,Dallas,TX,07/17/2014 10:24:30.53125,08/25/2014 10:16:15.517763
17129227,1,3487,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:38.969235,07/08/2014 10:16:15.751643
17379676,1,655,,Dallas,TX,07/17/2014 10:20:16.42793,08/25/2014 10:17:00.768652
17380401,2,940,,Dallas,TX,07/17/2014 10:23:48.587135,08/25/2014 10:17:04.350058
17129232,1,3211,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:41.348727,07/07/2014 10:16:04.52838
17379699,3,1495,,Allen,TX,07/17/2014 10:20:59.172713,08/25/2014 10:16:08.749727
17404692,1,1893,,Irving,TX,07/18/2014 10:15:56.800495,08/25/2014 10:16:35.174547
17380369,2,975,,Dallas,TX,07/17/2014 10:23:43.373379,08/25/2014 10:17:05.592978
17380173,1,850,,Dallas,TX,07/17/2014 10:23:14.667189,08/25/2014 10:17:23.466091
17380324,2,2031,,Dallas,TX,07/17/2014 10:23:37.655245,08/25/2014 10:17:16.909231
17129236,1,3520,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:44.994151,07/07/2014 10:17:03.335458
17379797,3,717,,Grand Prairie,TX,07/17/2014 10:22:01.209203,08/25/2014 10:16:59.189643
17379896,2,725,,Dallas,TX,07/17/2014 10:22:27.350486,08/25/2014 10:16:50.349708
17129202,1,3456,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:22.284661,07/08/2014 10:16:57.238462
16786472,1,710,"Call now to schedule a tour! (855) 213-2228

LAKEVIEW TERRACE...A COZY PLACE TO COME HOME TO! This gorgeous community is nicely tucked away for maximum privacy, yet it is amazingly convenient to all your most visited locations! This nicely kept community is near 820 and Airport Freeway (183) and has easy access to D/FW and Alliance Airport. But, location is only a small advantage of living at Lakeview Terrace. It's fabulous amenity package and superb interiors will impress you!

Call now to schedule a tour! (855) 213-2228

Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Haltom City,TX,06/18/2014 05:53:58.728103,07/19/2014 10:15:58.649389
17129203,2,872,"Cornell 55 consists of two historic buildings located on the tree-lined avenue named for Paul Cornell, who initiated the development of Hyde Park in 1853. Experience the craftsmanship of early 20th century architectural details: hand-laid, Arts & Crafts style mosaic floors, carved-wood banisters and wrought-iron balustrades marked by the flowery emblems of the Art Nouveau style. The surrounding streetscape is referred to by residents as ""Restaurant Row"", a variety of international cuisines for every palette, and also includes neighborhood retail stores to fulfill your daily needs. * With bright, updated interiors and natural hardwood floors throughout, a Cornell 55 apartments an ideal space to make your home. Large windows gathering light from airy courtyards illuminate the interior and give natural ventilation. Limited on-site parking is available, and nearby public transportation and major highways, coupled with the University of Chicago's complimentary shuttle service, make the propNone",Chicago,IL,07/05/2014 10:16:22.628227,07/12/2014 10:16:32.177068
17379920,1,620,,Carrollton,TX,07/17/2014 10:22:31.493651,08/25/2014 10:17:19.999044
17524397,2,1395,"  SPECIAL! Rent with us today and get July s rent  off!  

  Come visit your new home! Open house hours:  

 Monday to Friday: 12 PM - 1 PM 

 The open house will meet at 135 Maclaren. 

 Stop by during our open house hours or call us to book a time that fits YOUR schedule! 

   

 This two-storey walk-up building offers freshly painted bachelor, one, two, and three bedroom apartments for rent in Ottawa s trendy Elgin Street area. These rental apartments include two appliance kitchens and hardwood flooring. Building amenities include on-site laundry facilities, secure access entranceways, and 24 hour emergency service. Street parking is available through the City of Ottawa. 

 Centrally located on Lisgar Street, these rental apartments are steps from trendy Elgin Street and within walking distance to Parliament Hill, University of Ottawa, the Rideau Centre and Rideau Canal skating and bike paths. This excellent location is close to all amenities including restaurants, shopping, public transportation, bike paths, the University of Ottawa, and the beautiful Rideau Canal. 

  Enjoy all the perks of apartment living along with these features and amenities:  

  Secure access entranceways 
 Two appliance kitchens 
 On-site laundry facilities 
 Street Parking available through the City of Ottawa 
 24-Hour Emergency Service   for more detail click   here      Pictures & virtual tours may vary, please contact the rental agent for specific details and to view the unit. E  None",Ottawa,ON,07/24/2014 10:16:10.475426,08/04/2014 14:07:45.735861
17404702,2,650,,Dallas,TX,07/18/2014 10:16:00.682719,08/25/2014 10:16:24.192976
17380414,1,657,,Dallas,TX,07/17/2014 10:23:49.859207,08/25/2014 10:16:37.109337
17380140,1,749,,Lewisville,TX,07/17/2014 10:23:10.235514,08/25/2014 10:16:27.557823
17379773,2,675,,Farmers Branch,TX,07/17/2014 10:21:53.734512,08/25/2014 10:17:19.408939
17380175,2,750,,Irving,TX,07/17/2014 10:23:15.291792,08/25/2014 10:16:30.148451
17129193,1,3379,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:10.525792,07/08/2014 10:17:06.690197
17380349,1,399,,Dallas,TX,07/17/2014 10:23:40.085255,08/25/2014 10:16:33.389483
17129258,1,3325,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:55.273757,07/07/2014 10:16:14.537708
17404726,2,750,,Dallas,TX,07/18/2014 10:16:11.489,08/25/2014 10:16:42.512332
17379705,2,719,,Carrollton,TX,07/17/2014 10:21:19.074492,08/25/2014 10:16:25.000962
17380581,1,637,,Carrollton,TX,07/17/2014 10:24:22.624881,08/26/2014 10:16:35.838568
17379936,3,961,,McKinney,TX,07/17/2014 10:22:35.698059,08/25/2014 10:16:43.303506
17404876,2,982,,Dallas,TX,07/18/2014 10:18:08.716343,08/25/2014 10:17:02.87522
16786518,2,715,"Call now to schedule a tour! (855) 213-2228

COME EXPERIENCE CONVENIENCE AND AFFORDABILITY AT THE DORAL! Where a variety of comfortable floor plans and proximity to many of your favorite pastimes await you. This fabulous North Dallas location within blocks of the Galleria, Valley View Mall, Dallas Tollway and LBJ (635), and just a few minutes from Addison's famed restaurant row. Visit us soon and see for yourself!

Call now to schedule a tour! (855) 213-2228

Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Dallas,TX,06/18/2014 05:55:08.726372,07/01/2014 11:06:29.780467
17129192,1,3364,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:08.821227,07/08/2014 10:15:54.362581
17380206,1,450,,Arlington,TX,07/17/2014 10:23:20.236156,08/25/2014 10:16:11.689958
17129208,1,3398,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:24.67216,07/08/2014 10:16:32.893305
16838995,2,1110,"Cornell 55 consists of two historic buildings located on the tree-lined avenue named for Paul Cornell, who initiated the development of Hyde Park in 1853. Experience the craftsmanship of early 20th century architectural details: hand-laid, Arts & Crafts style mosaic floors, carved-wood banisters and wrought-iron balustrades marked by the flowery emblems of the Art Nouveau style. The surrounding streetscape is referred to by residents as ""Restaurant Row"", a variety of international cuisines for every palette, and also includes neighborhood retail stores to fulfill your daily needs. * With bright, updated interiors and natural hardwood floors throughout, a Cornell 55 apartments an ideal space to make your home. Large windows gathering light from airy courtyards illuminate the interior and give natural ventilation. Limited on-site parking is available, and nearby public transportation and major highways, coupled with the University of Chicago's complimentary shuttle service, make the propNone",Chicago,IL,06/20/2014 10:49:48.915523,06/27/2014 10:18:05.55092
17380275,1,749,,Plano,TX,07/17/2014 10:23:30.06887,08/25/2014 10:16:41.653896
17379784,1,490,,Dallas,TX,07/17/2014 10:21:55.288807,08/25/2014 10:16:34.832305
17080039,2,753,,Dallas,TX,07/03/2014 05:15:24.533305,08/25/2014 10:17:24.912008
17404671,2,775,,Grand Prairie,TX,07/18/2014 10:15:49.867657,08/25/2014 10:16:15.453361
17380704,3,1111,,Carrollton,TX,07/17/2014 10:24:47.929576,08/25/2014 10:17:07.446643
17129174,1,3421,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:15:50.688607,07/08/2014 10:16:44.93443
17352957,2,735,"Call now to schedule a tour! (855) 213-2228

COME EXPERIENCE CONVENIENCE AND AFFORDABILITY AT THE DORAL! Where a variety of comfortable floor plans and proximity to many of your favorite pastimes await you. This fabulous North Dallas location within blocks of the Galleria, Valley View Mall, Dallas Tollway and LBJ (635), and just a few minutes from Addison's famed restaurant row. Visit us soon and see for yourself!

Call now to schedule a tour! (855) 213-2228

Prices and availability subject to change without notice. Square footage is approximated. For more information, please contact our leasing office directly.None",Dallas,TX,07/16/2014 07:38:59.572257,08/10/2014 10:17:11.667067
17129189,2,4236,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:05.078605,07/08/2014 10:16:13.875121
17404816,1,981,,Dallas,TX,07/18/2014 10:17:13.075524,08/25/2014 10:16:52.02551
17379906,1,560,,Carrollton,TX,07/17/2014 10:22:28.638727,08/25/2014 10:16:06.651077
17380670,0,355,,Dallas,TX,07/17/2014 10:24:42.632174,08/25/2014 10:17:15.657848
17380179,2,1279,,Dallas,TX,07/17/2014 10:23:15.334726,08/25/2014 10:16:08.24757
17379890,1,599,,Dallas,TX,07/17/2014 10:22:23.460439,08/25/2014 10:16:54.239486
17129169,1,3316,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:15:47.118745,07/07/2014 10:16:27.371545
17380710,1,1150,,Addison,TX,07/17/2014 10:24:50.458104,08/25/2014 10:16:31.992867
17129225,1,3149,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:37.881003,07/08/2014 10:16:19.283206
17380484,1,598,,Dallas,TX,07/17/2014 10:24:00.990817,08/21/2014 10:16:47.749321
17129231,1,3166,"Peter Cooper Village/ Stuyvesant Town offers an unbeatable combination of city energy and community tranquility. Conveniently located next to the East Village and Gramercy, the apartments are newly renovated, featuring hardwood floors, high ceilings, and custom, modern kitchens & bathrooms. Our no-fee, pet friendly community offers incredible amenities: a full-service onsite concierge, state of the art gym, 15 recreation areas & playgrounds, and 80 acres of beautifully landscaped green space.None",New York,NY,07/05/2014 10:16:40.954171,07/07/2014 10:15:58.547907
17380576,2,1120,,Dallas,TX,07/17/2014 10:24:21.701988,08/25/2014 10:17:17.244759
17380548,1,502,,Arlington,TX,07/17/2014 10:24:15.30445,08/25/2014 10:16:57.028501
17380457,2,610,,Dallas,TX,07/17/2014 10:23:56.673099,08/25/2014 10:16:51.147846
17015666,1,1060,"Sutherland is Bronzevilles newest luxury apartment residence, offering fully renovated Studio, One Bedroom and Two Bedroom apartments for the sophisticated urban dweller. With proximity to Lake Michigan and Lake Shore Drive, Sutherland is conveniently located and part of a thriving neighborhood filled with shops for everyday needs, and cultural institutions for the cultivated individual. Apartment finishes include granite countertops, GE stainless steel appliances, European style cabinetry, and Moen polished chrome plumbing fixtures. Amenities include a 24-hour fitness center, onsite laundry, 24-hour lobby concierge, Wi-fi lounge, onsite parking, additional storage and bike parking, state-of-the-art controlled access system, and 24-7 maintenance staff.None",Chicago,IL,06/29/2014 10:20:10.569629,07/05/2014 10:15:52.346723
17129181,2,1320,"Melograno at Teravista, located in Round Rock, Texas,  provides the next level in luxury living inspired by Tuscan design, bold colors, extravagant amenities, unique and varied floor plan options to satisfy your every desire. Take advantage of relaxed living in a spectacular setting, experience the finest Round Rock has to offer, visit Melograno at Teravista today!None",Round Rock,TX,07/05/2014 10:15:54.705602,07/12/2014 10:16:18.871762
